simas_id,name,tipologi,founded_year,address,latitude,longitude,luas_tanah,status_tanah,luas_bangunan,daya_tampung_jamaah,jumlah_pengurus,jumlah_imam,jumlah_khatib,jumlah_muazin,jumlah_remaja_masjid,facilities,activities,image_url,detail_url
01.6.03.17.03.000014,AL-BARKAH,Masjid di Tempat Publik,1987,"Jl. Kehakiman No.1 Belakang Balok | Aur Birugo Tigo Baleh | , Kota Bukittinggi | Sumatera Barat",-0.34606723172846,100.39031982422,500 | m2,Girik,500 | m2,300,7,1,4,2,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Kantor Sekretariat"",""Perpustakaan"",""Perlengkapan Pengurusan Jenazah"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)""]",https://simas.kemenag.go.id/image/masjid-image/3/73/867/01.6.03.17.03.000014/6fb026dfda09b7840e09179de12caec9.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.03.000014
01.6.03.17.03.000015,ISTIQAMAH,Masjid di Tempat Publik,2007,"Jl. Kubu Tanjung-Kubu Tanjuang | Aur Birugo Tigo Baleh | , Kota Bukittinggi | Sumatera Barat",-0.31744438475972,100.40466324994,400 | m2,Wakaf,144 | m2,300,0,1,2,1,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Perlengkapan Pengurusan Jenazah"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/867/01.6.03.17.03.000015/64cbd0b4a49165bf2a8edd4ef5fc8192.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.03.000015
01.6.03.17.03.000016,ISTIQAMAH SUMUA,Masjid di Tempat Publik,2023,"Jl. Sumua Kelurahan Ladang Cakiah Kec.Aur Birugo Tigo Baleh Kota Bukittiggi | Aur Birugo Tigo Baleh | , Kota Bukittinggi | Sumatera Barat",-0.3116203,100.3943146,750 | m2,Wakaf,3.752 | m2,300,1,1,1,1,1,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Kantor Sekretariat""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan sosial ekonomi (koperasi masjid)"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/867/01.6.03.17.03.000016/35d8d0e4921c8709111d18c27898271c.jpeg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.03.000016
01.6.03.17.02.000030,AL- MUTTAQIN,Masjid di Tempat Publik,2021,"Jl.Pabidikan Kelurahan Puhun Tembok Kecamatan Mandiangin Koto Selayan Kota Bukittinggi | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.27578924899996,100.347809885,800 | m2,Wakaf,800 | m2,500,5,1,1,1,35,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Kantor Sekretariat"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf"",""Unit Pengumpul Zakat (UPZ)""]",https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000030
01.6.03.17.03.000017,NURUL IMAN,Masjid di Tempat Publik,1981,"Jl. Diponegoro- Kubu Tanjuang | Aur Birugo Tigo Baleh | , Kota Bukittinggi | Sumatera Barat",-0.30212262334656,100.35186767578,2.250 | m2,Wakaf,312 | m2,300,8,1,1,1,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Perlengkapan Pengurusan Jenazah"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar""]",https://simas.kemenag.go.id/image/masjid-image/3/73/867/01.6.03.17.03.000017/1c9358310828e56d418b386044768dc3.jpeg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.03.000017
01.6.03.17.03.000019,AL-HANIF,Masjid di Tempat Publik,2006,"Jl. Urip Sumoharjo-sapiran | Aur Birugo Tigo Baleh | , Kota Bukittinggi | Sumatera Barat",-0.30212262334656,100.36560058594,1.200 | m2,SHM,600 | m2,700,10,2,1,2,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Taman"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan sosial ekonomi (koperasi masjid)""]",https://simas.kemenag.go.id/image/masjid-image/3/73/867/01.6.03.17.03.000019/b8dda2653f3aa6a0fc8b7e05fe5c81b5.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.03.000019
01.4.03.17.01.000043,JAMIK TAROK,Masjid Jami,1830,"Jl. Hamka Simp. Bengke | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.31860187370566,100.37109375,2.500 | m2,Wakaf,1.800 | m2,0,5,1,4,1,20,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Kantor Sekretariat"",""Perlengkapan Pengurusan Jenazah"",""Aula Serba Guna"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Taman"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/865/01.4.03.17.01.000043/82ee3fa2a38d2cafb5111539d4238088.jpg,https://simas.kemenag.go.id/profil/masjid/01.4.03.17.01.000043
01.6.03.17.01.000041,AQABAH,Masjid di Tempat Publik,1986,"TAROK DIPO GUGUK PANJANG | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.29300880399995,100.351964951,350 | m2,Wakaf,250 | m2,0,5,1,4,1,20,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Perlengkapan Pengurusan Jenazah"",""Ruang Belajar (TPA/Madrasah)""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000041
01.6.03.17.01.000044,NURUL YAQIN,Masjid di Tempat Publik,1950,"Bukik Cangang | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30914454663794,100.36973923445,444 | m2,Wakaf,320 | m2,350,25,2,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Ruang Belajar (TPA/Madrasah)""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/865/01.6.03.17.01.000044/8443d20b7575eb127c540e0905617a72.jpeg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000044
01.6.03.17.01.000045,IJTIHAD,Masjid di Tempat Publik,1987,"Jl. Diponegoro Aur Kuning | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.31310879311376,100.37109375,600 | m2,Wakaf,600 | m2,250,5,1,4,0,15,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Perlengkapan Pengurusan Jenazah"",""Tempat Penitipan Sepatu/Sandal""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000045
01.6.03.17.01.000046,DARUL FALAH,Masjid di Tempat Publik,1970,"Jl. Simp. Aur Kuning Dalam | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.31310879311376,100.38757324219,200 | m2,Wakaf,200 | m2,0,8,1,4,1,20,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Perlengkapan Pengurusan Jenazah"",""Tempat Penitipan Sepatu/Sandal""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000046
01.6.03.17.01.000047,DARUSSALAM,Masjid di Tempat Publik,1964,"Jl. Hamka Gurun Panjang | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30163495574914,100.37609455802,0 | m2,Wakaf,0 | m2,0,0,0,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Penyejuk Udara/AC""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/865/01.6.03.17.01.000047/c6c8657b276dd8ec04076aa660f3a42f.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000047
01.6.03.17.01.000048,NURUL HAQ,Masjid di Tempat Publik,1969,"Jl. Teuku Umar | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30287899574686,100.36826536059,0 | m2,Wakaf,0 | m2,0,0,0,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu""]",[],https://simas.kemenag.go.id/image/masjid-image/3/73/865/01.6.03.17.01.000048/b5cc6e95958d144feac4c4a0a38bbc44.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000048
01.6.03.17.01.000049,BAITURRAHMAN,Masjid di Tempat Publik,1952,"Bukik Apik | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30039262244602,100.35779669881,0 | m2,Wakaf,0 | m2,0,0,0,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu""]",[],https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000049
01.6.03.17.01.000050,IHSAN,Masjid di Tempat Publik,1954,"Jl. Banto Laweh | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30498584128532,100.36298677325,0 | m2,Wakaf,0 | m2,0,0,0,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu""]",[],https://simas.kemenag.go.id/assets/img/no-photo-masjid-2.png,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.01.000050
01.4.03.17.01.000051,JAMIK AGUNG,Masjid Jami,1976,"Jl. Syekh Ibrahim Musa Tengah Sawah | Guguak Panjang | , Kota Bukittinggi | Sumatera Barat",-0.30486782575998,100.3724616766,6.529 | m2,Wakaf,576 | m2,0,0,1,4,1,25,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Kantor Sekretariat"",""Mobil Ambulance"",""Perlengkapan Pengurusan Jenazah"",""Aula Serba Guna"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Taman"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/865/01.4.03.17.01.000051/34bfccbeec693e06294223e668b0e600.jpg,https://simas.kemenag.go.id/profil/masjid/01.4.03.17.01.000051
01.6.03.17.02.000031,AL-WUSTHA,Masjid di Tempat Publik,1977,"Jl. Soekarno Hatta Kel. Manggis Ganting | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.29637204565457,100.38602896035,1.085 | m2,SHM,240 | m2,300,5,2,1,1,13,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Sound System dan Multimedia"",""Penyejuk Udara/AC"",""Kantor Sekretariat"",""Poliklinik"",""Mobil Ambulance"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000031/ad484283a8d81bb12a9fad983fdbc4b7.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000031
01.6.03.17.02.000032,TABLIGHIYAH,Masjid di Tempat Publik,1963,"Jl. Soekarno Hatta Kel. Garegeh | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.29668313462314,100.39203835095,2 | m2,Wakaf,1.814 | m2,2.500,4,5,13,3,40,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Pembangkit Listrik/Genset"",""Sound System dan Multimedia"",""Mobil Ambulance"",""Perlengkapan Pengurusan Jenazah"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin"",""Menyelenggarakan kegiatan pendidikan (TPA, Madrasah, Pusat Kegiatan Belajar Masyarakat)"",""Pemberdayaan Zakat, Infaq, Shodaqoh dan Wakaf""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000032/b01e04b360f310d2297d651d5cd24873.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000032
01.6.03.17.02.000033,BABURRRAHMAH,Masjid di Tempat Publik,1991,"Jl. Veteran Kel. Kubu Gulai Bancah | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.28737670389843,100.36565557122,1.144 | m2,Wakaf,440 | m2,0,4,1,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Sound System dan Multimedia"",""Kantor Sekretariat"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Dakwah Islam/Tabliq Akbar"",""Menyelenggarakan Pengajian Rutin""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000033/6553117257092cd328fe9f5c40f571f8.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000033
01.6.03.17.02.000034,AL-FALAH,Masjid di Tempat Publik,1961,"Tembok-Puhun Tembok | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.29704359473205,100.36767594516,324 | m2,Wakaf,144 | m2,0,4,1,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Kamar Mandi/WC"",""Sound System dan Multimedia"",""Kantor Sekretariat"",""Ruang Belajar (TPA/Madrasah)"",""Tempat Penitipan Sepatu/Sandal"",""Gudang"",""Parkir""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam"",""Menyelenggarakan Pengajian Rutin""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000034/53288345882b6b4185d3979e66fc8285.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000034
01.6.03.17.02.000035,MUSLIMIN,Masjid di Tempat Publik,1953,"Jl. Pintu Kabun Puhun Pintu Kabun | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.29246277762826,100.36475401372,928 | m2,Wakaf,324 | m2,0,4,1,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000035/443f95d095094acb6a23fed80c942c68.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000035
01.6.03.17.02.000039,AL-FURQAN,Masjid di Tempat Publik,1989,"Sarojo Kel. Campago Guguak Bulek | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.28959430126193,100.37965417858,2.500 | m2,Wakaf,467 | m2,0,0,0,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat"",""Menyelenggarakan Kegiatan Hari Besar Islam""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000039/c6c045675cc260685155d607b6039124.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000039
01.6.03.17.02.000027,NURUL WATHAN,Masjid di Tempat Publik,1992,"Jl. By Pass Gulai Bancah Kel. Kubu Gulai Bancah | Mandiangin Koto Selayan | , Kota Bukittinggi | Sumatera Barat",-0.2856510592496,100.37161242217,2.000 | m2,Girik,1.958 | m2,0,4,1,0,0,0,"[""Sarana Ibadah"",""Tempat Wudhu"",""Tempat Penitipan Sepatu/Sandal""]","[""Menyelenggarakan Ibadah Sholat Fardhu"",""Menyelenggarakan Sholat Jumat""]",https://simas.kemenag.go.id/image/masjid-image/3/73/866/01.6.03.17.02.000027/52285afe0c59d9c44cba27b09552d42a.jpg,https://simas.kemenag.go.id/profil/masjid/01.6.03.17.02.000027
